District,villageName,taluka,institutionType,organisationName,solarDemand
Sangli,Kasbedigraj,Miraj,Anganwadi,Kasbe Digraj Center No3Code No-27531090203,1kW
Sangli,Borgaon,Walwa,Anganwadi,Borgaon Shivajinagar Anganwadi No. 57 (27531150403),1kW
Sangli,Kagnari,Jat,Anganwadi,Kaganri Lamanatanda Anganwadi Code No - 27531120110,1kW
Sangli,Kalmvadi,Walwa,Anganwadi,Kalamwadi 27531140715,1kW
Sangli,Kasbedigraj,Miraj,Anganwadi,Kasbe Digraj Center No ?? Code No ???????????,1kW
Sangli,Kalmvadi,Walwa,Anganwadi,Kalmvadi27531140716,1kW
Sangli,Kasbedigraj,Miraj,Anganwadi,Kasbe Digraj Center No.8.Code No-27531090208,1kW
Sangli,Khanjodwadi 109,Atpadi,Anganwadi,Khanjodwadi 109,3kW
Sangli,Tikondi Kerewadi,Jat,Anganwadi,Tikondi Karewadi Village Anganwadi Code No - 27531120125,1kW
Sangli,Borgaon,Walwa,Anganwadi,Near Biroba Temple Anganwadi No. 61(27531150407),1kW
Sangli,Kasbedigraj,Miraj,Anganwadi,Kasbe Digraj Center No 09 Code No ???????????,1kW
Sangli,Kalmvadi,Walwa,Anganwadi,Kalamwadi 27531140717,1kW
Sangli,Lengrewadi,Atpadi,Primary Health Center,Karalwada 191,3kW
Sangli,Nawekhed,Walwa,Anganwadi,Anganwadi No. 193 ???????? ??????? (27531150423),1kW
Sangli,Kasbedigraj,Miraj,Anganwadi,Kasbe Digraj Center No10 Code No-27531090210,1kW
Sangli,Kasbedigraj,Miraj,Anganwadi,Kasbe Digraj Center No ?? Code No ???????????,1kW
Sangli,Motowadi Ko.bo.,Jat,Anganwadi,Motewadi Ko.Bo Village Area Anganwadi Code No - 27531120122,1kW
Sangli,Malewadi,Shirala,Anganwadi,Malewani 78(27531100420,1kW
Sangli,Kedarwadi 27531140722,Walwa,Anganwadi,Kedarwadi27531140722,1kW
Sangli,Borgaon,Walwa,Anganwadi,Near Gram Panchayat Borgaon Anganwadi No. 55 (27531150401),1kW
Sangli,Madgule ,Atpadi,Anganwadi,Madgule 62,2kW
Sangli,Kasbedigraj,Miraj,Anganwadi,Kasbe Digraj Center No12 Code No 27531090212,1kW
Sangli,Shene,Walwa,Anganwadi,Shene 27531140720,1kW
Sangli,Karewadi Ko.bo.,Jat,Anganwadi,Karewadi Ko.Boblad Village Anganwadi Code - 27531120113,1kW
Sangli,Budhgaon ,Sangli City,Anganwadi,Budhgaon No. 44 (27531090114),1kW
Sangli,Pimpri khurd,Atpadi,Anganwadi,Pimpri khurd,3kW
Sangli,Kasbedigraj,Miraj,Anganwadi,Kasbe Digraj Center No13 Code No 27531090213,1kW
Sangli,Shene,Walwa,Anganwadi,Shene27531140721,1kW
Sangli,Palus,Palus,School,Z.P.School Shivajinagar (Palus),2kW
Sangli,Pimpri khurd ,Atpadi,Anganwadi,January vadi 172,3kW
Sangli,Kasbedigraj,Miraj,Anganwadi,Kasbe Digraj K.No.14 Code No.27531090214,1kW
Sangli,Karewadi Ko.bo.,Jat,Anganwadi,Karewadi Co.Bo Tambewadi Anganwadi Code - 27531120112,1kW
Sangli,Budhgaon ,Sangli City,Anganwadi,Budhgaon No. 46 (27531090116),1kW
Sangli,Kauthuli ,Atpadi,Anganwadi,Kauthuli 84,3kW
Sangli,Narwad,Miraj,Anganwadi,Lakshminagar 2 No 49 (27531070226),1kW
Sangli,Ko.boblad,Jat,Anganwadi,Ko.Boblad Village Anganwadi Code - 27531120118,1kW
Sangli,Kasbedigraj,Miraj,Anganwadi,Kasbe Digraj K.No.180 Code No-27531090215,1kW
Sangli,Kauthuli,Atpadi,Anganwadi,Jaremla 85,3kW
Sangli,Devnagar,Khanapur,Anganwadi,Devnagar 90/27531130408,1kW
Sangli,Bisur,Sangli City,Anganwadi,Bisoor No. 97 (27531090119),1kW
Sangli,Konbagi,Jat,Anganwadi,Konbagi Village Anganwadi Code - 27531120116,1kW
Sangli,Narwad,Miraj,Anganwadi,Malewadi No. 51 (27531070228),1kW
Sangli,Kasbedigraj,Miraj,Anganwadi,Kasbe Digraj K.No.181 Code No.27531090216,1kW
Sangli,Kauthuli ,Atpadi,Anganwadi,Kauthuli gaonbhag ,2kW
Sangli,Bambawde,Palus,School,Z.P.School No. 1 Bambawade,10kW
Sangli,Narwad,Miraj,Anganwadi,Kamlekar Vasti No. 5 (27531070231),1kW
Sangli,Jalihal Bk,Jat,Anganwadi,Jalihal Budruk Biradar Vasti Anganwadi Code - 27531120108,1kW
Sangli,Bisur,Sangli City,Anganwadi,Bisoor No. 99 (27531090121),1kW
Sangli,Kauthuli ,Atpadi,Anganwadi,Sonarsidhnagar 86,1kW
Sangli,Ko.boblad,Jat,Anganwadi,Ko.Bomblad Zende Vasti Anganwadi Code - 27531120115,1kW
Sangli,Pujarwadi ,Atpadi,Anganwadi,Pujarwadi atpadi ,3kW
Sangli,Malewadi,Shirala,Anganwadi,Malewadi 178 (27531100421),1kW
Sangli,Wategaon ,Walwa,Anganwadi,Wategaon 27531140706,1kW
Sangli,Ko.boblad,Jat,Anganwadi,Ko.Boblad Gadade Vasti Anganwadi Code - 27531120114,1kW
Sangli,Bisur,Sangli City,Anganwadi,Bisur Center 100 (27531090122),1kW
Sangli,Deshmukhwadi ,Atpadi,Anganwadi,Deshmukhwadi 24,3kW
Sangli,Kerewadi ,Kavthe Mahankal,Anganwadi,Patole vasti kerewadi kr.31,5kW
Sangli,Bisur,Sangli City,Anganwadi,Bisur Center 101 (27531090123),1kW
Sangli,Dhasvadi,Shirala,Anganwadi,DHASWADI 44 (27531100416,1kW
Sangli,jondhalkhindi,Khanapur,Anganwadi,anganvadi 162/27531130410,1kW
Sangli,Bhingewadi ,Atpadi,Anganwadi,Jadhav mala ,1kW
Sangli,Wajegaon,Sangli City,Anganwadi,Wajegaon Center 123 (27531090126),1kW
Sangli,Bhingewadi ,Atpadi,Anganwadi,Bhingewadi ,2kW
Sangli,Bolwad,Miraj,Anganwadi,Z.P.School Bolwad No.108 (27531070723),1kW
Sangli,Wagholi,Kavthe Mahankal,Anganwadi,Anganwadi,5kW
Sangli,salshinge,Khanapur,Anganwadi,Anganwadi No..87 /27531130423,1kW
Sangli,Maptemala,Atpadi,Anganwadi,Maptemala 66,3kW
Sangli,Bolwad,Miraj,Anganwadi,Adwa Road Bolwad No 110 (27531070725),1kW
Sangli,Vijaynagar,Miraj,Anganwadi,Mhaishal Station Vijaynagar No.55 (27531070715),1kW
Sangli,KavjiKhotwadi,Sangli City,Anganwadi,Kavjikhotwadi No. 190 (27531090125),1kW
Sangli,Shalshinge,Khanapur,Anganwadi,Anganwadi No.88/27531130422,1kW
Sangli,Maptemala,Atpadi,Anganwadi,Manmotinagar ,2kW
Sangli,Vijaynagar,Miraj,Anganwadi,Dhamne Vasti No57 (27531070717),1kW
Sangli,Dighanchi27531030705,Atpadi,Anganwadi,Anita Devidas Bondar,1kW
Sangli,Kokrud,Shirala,Anganwadi,Kokrud 39(24531100423),1kW
Sangli,Vijaynagar,Miraj,Anganwadi,Near Highschool Vijaynagar No. 199 (27531070718),1kW
Sangli,Waluj,Khanapur,Anganwadi,Anganwadi No.93/27531130427,1kW
Sangli,Kokrud,Shirala,Anganwadi,Kokrud 40 (24531100424),1kW
Sangli,Waddi,Miraj,Anganwadi,Near Z.P.School Vaddhi No 53 (27531070712),1kW
Sangli,Waddi,Miraj,Anganwadi,Near Z.P.School Vaddhi No. 54 (27531070713),1kW
Sangli,Shalshinge,Atpadi,Anganwadi,Anita Devidas Bondar,1kW
Sangli,Bisur,Sangli City,Anganwadi,Bisoor No. 96 (27531090118),1kW
Sangli,Waddi,Miraj,Anganwadi,Shantinagar Vaddi no. 206 (27531070714),1kW
Sangli,Waddi,Miraj,Anganwadi,Shelling Vaddi no. 23 (27531070726),1kW
Sangli,Dighanchi27531030706,Atpadi,Anganwadi,Anita Devidas Bondar,1kW
Sangli,Mallewadi,Miraj,Anganwadi,Z.P.School Mallewadi No 116 (27531070719),1kW
Sangli,Madgule,Atpadi,Anganwadi,Khandobamala 32,3kW
Sangli,Bahkticha Mala 27531030701,Atpadi,Anganwadi,Anita Devidas Bondar,1kW
Sangli,Pimpri khurd,Atpadi,Anganwadi,Chavanvasti  33,2kW
Sangli,Mallewadi,Miraj,Anganwadi,ST Stand Mallewadi No.117 (27531070720),1kW
Sangli,Ranmala Kod 27531030729,Atpadi,Anganwadi,Anita Devidas Bondar,1kW
Sangli,Mallewadi,Miraj,Anganwadi,Beghar Vasti Mallewadi No. 119 (27531070722),1kW
Sangli,Dudhebhavi ,Kavthe Mahankal,Anganwadi,Padalkar Vasti,1kW
Sangli,Mallewadi,Miraj,Anganwadi,MAHAVIR NAGAR MALLEWADI NO. 14 (275310727),1kW
Sangli,Erandoli,Miraj,Anganwadi,Jadhav Vasti Erandoli No. 99 (27531070707),1kW
Sangli,Walwa,Walwa,Anganwadi,Walva No.  27531150601,1kW
Sangli,Erandoli,Miraj,Anganwadi,Gaonbhag Erandoli No. 100 (27531070702),1kW
Sangli,Taklewasti (Nangole),Kavthe Mahankal,School,"Z.P.School, Takale Vasti ",3kW
Sangli,Walwa,Walwa,Anganwadi,Walva No.  27531150615,1kW
Sangli,Walwa,Walwa,Anganwadi,Walva No. 27531150623,1kW
Sangli,Walwa,Walwa,Anganwadi,Walva No. 27531150614,1kW
Sangli,Walwa,Walwa,Anganwadi,Walva No.  27531150613,1kW
Sangli,Walwa,Walwa,Anganwadi,Walva No. 27531150604,1kW
Sangli,Walwa,Walwa,Anganwadi,Walva No.  27531150622,1kW
Sangli,Kalamala 27531030730,Atpadi,Anganwadi,Vanita Devidas Bondar,1kW
Sangli,Walwa,Walwa,Anganwadi,Walva No.  27531150620,1kW
Sangli,Rojewadi 27531030731,Atpadi,Anganwadi,Vanita Devidas Bondar,1kW
Sangli,Dhobrewadi 27531010724,Atpadi,Anganwadi,Anita Devidas Bondar,1kW
Sangli,Dholemala 27531030704,Atpadi,Anganwadi,Vanita Devidas Bondar,1kW
Sangli,Lingiware27531030722,Atpadi,Anganwadi,Anita Devidas Bondar,1kW
Sangli,Bagani,Walwa,Anganwadi,Bagani No. 27531150107,1kW
Sangli,Manewadi 27531030713,Atpadi,Anganwadi,Anita Devidas Bondar,1kW
Sangli,Bagani ,Walwa,Anganwadi,Bagani No. 27531150108,1kW
Sangli,Falakewadi,Walwa,Anganwadi,Phalkewadi No. 27531150113,1kW
Sangli,Falakewadi/ Chandwadi,Walwa,Anganwadi,Fhalke Wadi/Chandwadi No. 27531150116,1kW
Sangli,Mardwadi ,Walwa,Anganwadi,Mardwadi No. 27531150121,1kW
Sangli,Ghanchakarmala,Atpadi,Anganwadi,Anita Devidas Bodar,1kW
Sangli,Mardwadi ,Walwa,Anganwadi,Mardwadi No. 27531150122,1kW
Sangli,Karandwadi,Walwa,Anganwadi,Karandwadi No. 27531150120,1kW
Sangli,Rozawadi,Walwa,Anganwadi,Rozawadi No. 27531150114,1kW
Sangli,Rozawadi,Walwa,Anganwadi,Rozawadi No. 27531150115,1kW
Sangli,Bawachi,Walwa,Anganwadi,Bawchi Dhondi Patil Mala Anganwadi No. 33 Anganwadi Code Number 27531150201,1kW
Sangli,Bawachi,Walwa,Anganwadi,Bhauchi Anganwadi No. 34 Shivajinagar Anganwadi Code Number 27531150202,1kW
Sangli,Bawachi,Walwa,Anganwadi,Bawchi Harijan Colony Anganwadi No. 39 (27531150207),1kW
Sangli,Bawachi,Walwa,Anganwadi,Bhauchi Anganwadi No. 43 New Colony (27531150211)),1kW
Sangli,Gotkhindi,Walwa,Anganwadi,Gotkhindi Anganwadi No. 81 Ambedkar Nagar (27531150213),1kW
Sangli,Bhadkambe,Walwa,Anganwadi,Bhandakambe Anganwadi No. 46 Near Primary School (27531150517),1kW
Sangli,Gotkhindi anganwadi Kra 82 (27531150214),Walwa,Anganwadi,Gotkhindi Anganwadi No. 83 (27531150215),1kW
Sangli,Gotkhindi,Walwa,Anganwadi,Gotkhindi Anganwadi No. 84 (27531150216),1kW
Sangli,Bhadkambe,Walwa,Anganwadi,Bhadkambe Anganwadi No. 47 Near Primary School(27531150518),1kW
Sangli,Gotkhindi,Walwa,Anganwadi,Gotkhindi Anganwadi No. 85 (27531150217),1kW
Sangli,Ahirwadi,Walwa,Anganwadi,Ahirwadi Gram Panchayat Near Anganwadi No. 1 (27531150221),1kW
Sangli,Padwalwadi,Walwa,Anganwadi,Padwalwadi Z.P.School Near Anganwadi No. 211(27531150222),1kW
Sangli,Pokharni,Walwa,Anganwadi,Pokharni No 227 Santosh Nagar(27531150520),1kW
Sangli,Padwalwadi,Walwa,Anganwadi,Near Padalwadi Z.P.School Anganwadi No. 212 (27531150223),1kW
Sangli,Nagaon,Walwa,Anganwadi,Nangaon No 185. ( 27531150514),1kW
Sangli,Nangaon,Walwa,Anganwadi,Near Nangaon No 187 Sub-Station/(27531150516),1kW
Sangli,Shigaon ,Walwa,Anganwadi,Shigaon No. 255. (27531150506),1kW
Sangli,Shigaon ,Walwa,Anganwadi,Shigaon No. 256. (27531150507),1kW
Sangli,Shigaon ,Walwa,Anganwadi,Shigaon No. 260. (27531150511),1kW
Sangli,Yelvi Revnal,Jat,Anganwadi,Ranmala Anganwadi No.  2,2kW
Sangli,Gholeshwar,Jat,Anganwadi,Gholeshwar Gaonbhag Center No  6,4kW
Sangli,Kunikonur,Jat,Anganwadi,Kunikonoor Gaonbhag Center No 9,4kW
Sangli,Sonyal Muchandiwasti,Jat,Anganwadi,Sonyal MuchandiVasti Center No 21,4kW
Sangli,Sonyal Pujarwasti,Jat,Anganwadi,Sonal Pujari Vasti Centre No. 23,4kW
Sangli,Madgyal Navtak Vasti,Jat,Anganwadi,Madgyal Navatak Vasti Centre No. 28,2kW
Sangli,Koligiri,Jat,Anganwadi,Kolgiri Gaonbhag Centre No. 31,2kW
Sangli,Koligiri Gourgoundvasti,Jat,Anganwadi,Kolgiri Gaurgond Vasti Centre No. 32,2kW
Sangli,Vhaspeth ,Jat,Anganwadi,Vaspeth Gaonbhag Centre No. 33,2kW
Sangli,Vhaspeth  rajobachiwadi,Jat,Anganwadi,Vaspeth Rajobachiwadi Centre No. 34,2kW
Sangli,Kulalwadi,Jat,Anganwadi,Kulalwadi Gaonbhag Center No. 43,2kW
Sangli,Yelavi Mane Jadadevasti,Jat,Anganwadi,Yelvi Mane Jamdade Vasti Center No. 1,2kW
Sangli,Tonewadi Nuklevasti,Jat,Anganwadi,Tonewadi Nulke Vasti Center No. 3,2kW
Sangli,Kunikonur,Jat,Anganwadi,Kunikonoor Kharat Vasti Center No. 6,2kW
Sangli,Madgyal Anandnagar,Jat,Anganwadi,Madgyal Anandnagar ,2kW
Sangli,Khairav,Jat,Anganwadi,Khairao Gaonbhag Center No. 3,2kW
Sangli,Kunikonur Abachiwadi,Jat,Anganwadi,Kunikonoor Abachiwadi Center No. 10,2kW
Sangli,Madgyal Paritvasti,Jat,Anganwadi,Madgyal ParitVasti Center No. 29,2kW
Sangli,Yadavvasti 27531030719,Atpadi,Anganwadi,Anita Devidas Bondar,1kW
Sangli,Mahadikwadi 27531030723,Atpadi,Anganwadi,Anita Devidas Bondar,1kW
Sangli,Satpute Galli 27531030732,Atpadi,Anganwadi,Anita Devidas Bondar,1kW
Sangli,Tartimala  27531030718,Atpadi,Anganwadi,Anita Devidas Bondar,1kW
Sangli,PHC 27531030715,Atpadi,Anganwadi,Anita Devidas.Bondar,1kW
Sangli,Katkarmala 27531030712,Atpadi,Anganwadi,Anita Devidas Bodar,1kW
Sangli,Pujarwadi 27531030728,Atpadi,Anganwadi,Anita Devidas Bondar,1kW
Sangli,Upawale ,Shirala,School,Z.P.School Kadamwadi,2kW
Sangli,Bhikwdi Bk,Khanapur,Anganwadi,Anganwadi No. 120 (27531130503),1kW
Sangli,Vejegaon,Khanapur,Anganwadi,Anganwadi 126 (27531130529),1kW
Sangli,Nagewadi,Khanapur,Anganwadi,Anganwadi 111(27531130524),1kW
Sangli,Manjarde,Tasgaon,School,Z.P.School Bharaskar Colony,1kW
Sangli,Pare,Khanapur,Anganwadi,Pare Anganwadi No. 49 (27531130624),1kW
Sangli,Dhalgaon,Kavthe Mahankal,School,ZP School Dhalgaon,3kW
Sangli,Walwa,Walwa,Anganwadi,Walwa No. 27531150619,1kW
Sangli,Walwa,Walwa,Anganwadi,Walwa No. 27531150612,1kW
Sangli,Walwa,Walwa,Anganwadi,Walwa No. 27531150630,1kW
Sangli,Walwa,Walwa,Anganwadi,Walwa No.27531150603,1kW
Sangli,Walwa,Walwa,Anganwadi,Walwa No.27531150625,1kW
Sangli,Walwa,Walwa,Anganwadi,Walwa No. 27531150605,1kW
Sangli,Dongarsoni ,Tasgaon,School,Z.P. School Sainiknagar( Dongarsoni ),10kW
Sangli,Nandre,Miraj,School,Z.P.Pri. School number one Nandra,3kW
Sangli,Walwa,Walwa,Anganwadi,Walwa No. 27531150606,1kW
Sangli,Walwa,Walwa,Anganwadi,Walwa No. 27531150627,1kW
Sangli,Walwa,Walwa,Anganwadi,Walwa No. 27531150607,1kW
Sangli,Walwa,Walwa,Anganwadi,Walwa No. 27531150621,1kW
Sangli,Walwa,Walwa,Anganwadi,Walwa No. 27531150608,1kW
Sangli,Walwa,Walwa,Anganwadi,Walwa No. 27531150609,1kW
Sangli,Walwa,Walwa,Anganwadi,Walwa No. 27531150611,1kW
Sangli,Nalwadi (Savantpur),Palus,School,Z.P.School Nalwadi (Sawantpur),2kW
Sangli,Walwa,Walwa,Anganwadi,Walwa No. 27531150629,1kW
Sangli,Walwa,Walwa,Anganwadi,Walwa No. 27531150624,1kW
Sangli,Walwa,Walwa,Anganwadi,Walwa No. 27531150618,1kW
Sangli,Shirgaon,Walwa,Anganwadi,Shirgaon No. 27531150633,1kW
Sangli,Sonyal,Jat,School,Shri Vijay Vithal High School Sonyal ,2kW
Sangli,Chikurde,Walwa,Anganwadi,Chikurde  27531140105,1kW
Sangli,Devarde,Walwa,Anganwadi,Devarde 2753114010108,1kW
Sangli,Bagani,Walwa,Anganwadi,Bagani No.27531150109,1kW
Sangli,Aitavade Budruk ,Walwa,Anganwadi,Aitavade Budruk  27531140111,1kW
Sangli,Kakachiwadi,Walwa,Anganwadi,Kakachiwadi No. 27531150110,1kW
Sangli,Aitavade Budruk ,Walwa,Anganwadi,Aitavade Budruk  27531140112,1kW
Sangli,Kakachiwadi,Walwa,Anganwadi,Kakachiwadi No. 27531150111,1kW
Sangli,Falakewadi,Walwa,Anganwadi,Falkewadi No. 27531150125,1kW
Sangli,Karandwadi,Walwa,Anganwadi,Karandwadi No. 27531150117,1kW
Sangli,Mirajwadi,Walwa,Anganwadi,Mirajwadi No.27531150124,1kW
Sangli,Karandwadi,Walwa,Anganwadi,Karandwadi No. 27531150118,1kW
Sangli,Aitavade Budruk ,Walwa,Anganwadi,Aitavade Budruk  27531140113,1kW
Sangli,Aitavade Budruk ,Walwa,Anganwadi,Aitavade Budruk 27531140115,1kW
Sangli,Shekharwadi,Walwa,Anganwadi,Shekharwadi 27531140116,1kW
Sangli,Thanapudhe,Walwa,Anganwadi,Thanapudhe  27531140118,1kW
Sangli,Thanapudhe,Walwa,Anganwadi,Thanapudhe 27531140119,1kW
Sangli,Shinde Korevasti Dafalapur ,Jat,School,Z.P.Sangli,10kW
Sangli,Rethare Dharan ,Walwa,Anganwadi,Ninaidevi Aadarsh Anganwadi ,2kW
Sangli,Palus Colony ,Palus,School,Z P. School PalusColony,10kW
Sangli,Nerle,Walwa,Anganwadi,Nerle  27531140503,1kW
Sangli,Kapuskhed,Walwa,Anganwadi,Kapuskhed  27531140514,1kW
Sangli,Kasegaon,Walwa,Anganwadi,Kasegaon 27531140314,1kW
Sangli,Kapuskhed,Walwa,Anganwadi,Kapuskhed  27531140515,1kW
Sangli,Kapuskhed,Walwa,Anganwadi,Kapuskhed  27531140516,1kW
Sangli,Rethre Dharan ,Walwa,Anganwadi,Z .P.School No .1 Samrth Anganwadi ,2kW
Sangli,Kapuskhed,Walwa,Anganwadi,Kapuskhed 27531140517,1kW
Sangli,Kapuskhed,Walwa,Anganwadi,Kapuskhed  27531140518,1kW
Sangli,Kapuskhed,Walwa,Anganwadi,Kapuskhed 27531140519,1kW
Sangli,Bahe,Walwa,Anganwadi,Bahe 27531140520,1kW
Sangli,Bahe,Walwa,Anganwadi,Bahe 27531140522,1kW
Sangli,Kameri,Walwa,Anganwadi,Adarsh Anganwadi Kameri ,2kW
Sangli,Bahe,Walwa,Anganwadi,Bahe 27531140523,1kW
Sangli,Bahe,Walwa,Anganwadi,Bahe 27531140524,1kW
Sangli,Retheredharan,Walwa,Anganwadi,Z.P.School No.1 Samarth  Anganwadi,2kW
Sangli,Hubalwadi,Walwa,Anganwadi,Hubalwadi 27531140525,1kW
Sangli,Kasegaon,Walwa,Anganwadi,Kasegaon 129,1kW
Sangli,Hubalwadi,Walwa,Anganwadi,Hubalwadi27531140526,1kW
Sangli,Itavade Khurd,Walwa,Anganwadi,Aitwade Khurd Anganwadi No. 10 -27531140418,1kW
Sangli,Itavade Khurd,Walwa,Anganwadi,Aitwade Khurd No. 9-27531140417,1kW
Sangli,Kameri,Walwa,Anganwadi,Matang Samaj Anganwadi Kameri,2kW
Sangli,Ghanand,Atpadi,Anganwadi,Katrewadi No. 26 ,1kW
Sangli,Itavade Khurd,Walwa,Anganwadi,Aitwade Khurd Anganwadi No. 6-27531140414,1kW
Sangli,Ghanana,Atpadi,Anganwadi,Shinde Mane Vasti 146,1kW
Sangli,Nelkaranji,Atpadi,Anganwadi,Metkarwadi 74,1kW
Sangli,Itavade Khurd,Walwa,Anganwadi,Aitwade Khurd No. 8-27531140416,1kW
Sangli,Jambhulani,Atpadi,Anganwadi,Jambhulani No. 52,1kW
Sangli,Nerle,Walwa,Anganwadi,Nerle 27531140501,1kW
Sangli,Mitaki,Atpadi,Anganwadi,Mitki 69,1kW
Sangli,Itavade Khurd,Walwa,Anganwadi,Aitwade Khurd Anganwadi No 2-27531140425,1kW
Sangli,Kasegaon,Walwa,Anganwadi,Kasegaon 130,1kW
Sangli,Jambhulani,Atpadi,Anganwadi,Jambhulani 187 ,1kW
Sangli,Itavade Khurd,Walwa,Anganwadi,Aitwade Khurd No. 11-27531140419,1kW
Sangli,Kameri,Walwa,Anganwadi,Swaraj Anganwadi No. 109 Kameri ,2kW
Sangli,Jambhulani,Atpadi,Anganwadi,Ghutukde Vasti 151,1kW
Sangli,Kasegaon,Walwa,Anganwadi,Kasegaon 132,1kW
Sangli,Jambhulani,Atpadi,Anganwadi,Jugadar Vasti 8,1kW
Sangli,Itavade Khurd,Walwa,Anganwadi,Aitwade Khurd Anganwadi No. 12 -27531140420,1kW
Sangli,Kasegaon,Walwa,Anganwadi,Kasegaon 136,1kW
Sangli,Gharniki,Atpadi,Anganwadi,Bergalwadi No. 38,1kW
Sangli,Gharniki,Atpadi,Anganwadi,Daingade Wadi 39,1kW
Sangli,Kameri,Walwa,Anganwadi,Anganwadi No. 110 Near Ganeshmandir ,2kW
Sangli,Gharniki,Atpadi,Anganwadi,Cheemaimala 35,1kW
Sangli,Pimpari Bk,Atpadi,Anganwadi,Pimpri Budruk No. 81 ,1kW
Sangli,Pimpari Bk,Atpadi,Anganwadi,Pimpri Budruk 131 ,1kW
Sangli,Jakraiwadi,Walwa,Anganwadi,Jakraiwadi No. 94-27531140421,1kW
Sangli,Karnajavade,Walwa,Anganwadi,Karanjawade Anganwadi no. 124-27531140422,1kW
Sangli,Kameri,Walwa,Anganwadi,Jaibhavani Anganwadi No. 110 Kameri,2kW
Sangli,Kameri,Miraj,Anganwadi,Kasbedigraj K.No.7 Code No.-27531090207,1kW
Sangli,Vashi,Walwa,Anganwadi,Vashi number 287-27531140410,1kW
Sangli,Baj,Jat,School,Z.P.School Baj,3kW
Sangli,Karnajavade,Walwa,Anganwadi,Karanjawade Anganwadi No. 125-27531140423,1kW
Sangli,Pimpari Bk,Atpadi,Anganwadi,Taraswadi No. 37,1kW
Sangli,Kasegaon,Walwa,Anganwadi,Kasegaon 137,1kW
Sangli,Vibhutwadi,Atpadi,Anganwadi,Gulewadi 101,1kW
Sangli,Vibhutwadi,Atpadi,Anganwadi,Dholemal No. 10,1kW
Sangli,Ladegaon,Walwa,Anganwadi,Ladegaon Anganwadi No. 165 -27531140408,1kW
Sangli,Vibhutwadi,Atpadi,Anganwadi,Vibhutwadi 153,1kW
Sangli,Vashi,Walwa,Anganwadi,No. 288-27531140411,1kW
Sangli,Vibhutwadi,Atpadi,Anganwadi,Vibhutwadi-100,1kW
Sangli,Shivpuri,Walwa,Anganwadi,Ankur Anganwadi Shivpuri No.267,2kW
Sangli,Kasegaon,Walwa,Anganwadi,Kasegaon 138-27531140308,1kW
Sangli,Zare,Atpadi,Anganwadi,Malve Vasti No. 130 ,1kW
Sangli,Zare,Atpadi,Anganwadi,Zare Stand 152 ,1kW
Sangli,Zare,Atpadi,Anganwadi,Zare No. 107 ,1kW
Sangli,Itavade Bk,Walwa,Anganwadi,Aitwade Budruk 27531140114,1kW
Sangli,Zare,Atpadi,Anganwadi,Manewadi 108 ,1kW
Sangli,Karandwadi,Walwa,Anganwadi,Karandwadi No. 27531150119,1kW
Sangli,Padwalwadi,Atpadi,Anganwadi,Padalkarwadi 75,1kW
Sangli,Vithalwadi,Walwa,Anganwadi,Z.P.School Ankur Anganwadi Vithalwadi ,2kW
Sangli,Bhagyanagar,Khanapur,Anganwadi,Anganwadi No. 167(27531130502),1kW
Sangli,Karve,Walwa,Anganwadi,Karve 27531140121,1kW
Sangli,Kurlap,Walwa,Anganwadi,Anganwadi No -159-27531140401,1kW
Sangli,Tambve,Walwa,Anganwadi,Tambwe 27 53 11 40 318,1kW
Sangli,Padwalwadi,Atpadi,Anganwadi,Lakshmi Nagar 18,1kW
Sangli,Ladegaon,Walwa,Anganwadi,Ladegaon Anganwadi No. 166-27531140409,1kW
Sangli,Vashi,Walwa,Anganwadi,Vashi No. 289-27531140412,1kW
Sangli,Mahadevvadi,Walwa,Anganwadi,Anganwadi Mahadevvadi Code No.27531140612,1kW
Sangli,Kargani,Atpadi,Anganwadi,Kargani No.43,1kW
Sangli,Kargani,Atpadi,Anganwadi,Kargani No. 44 ,1kW
Sangli,Nagaj ,Kavthe Mahankal,School,Z.P.Primary School Nagaj,10kW
Sangli,Tambve,Walwa,Anganwadi,Tambve 27 53 11 40 319,1kW
Sangli,Kargani,Atpadi,Anganwadi,Nagmali No. 45 ,1kW
Sangli,Bhikwdi Bk,Khanapur,Anganwadi,Anganwadi No. 121(275311304),1kW
Sangli,Kurlap,Walwa,Anganwadi,Anganwadi No-160-27531140402,1kW
Sangli,Manikwadi,Walwa,Anganwadi,Anganwadi Manikwadi Code Number 27531140615,1kW
Sangli,Vashi,Walwa,Anganwadi,Vashi No. 372-27531140413,1kW
Sangli,KarganiKargani,Atpadi,Anganwadi,Shindenagar No. 46,1kW
Sangli,Bilashi,Shirala,Anganwadi,Bilashi 48(27531100412,1kW
Sangli,Ladegaon,Walwa,Anganwadi,Ladegaon Anganwadi No. 6-27531140424,1kW
Sangli,Kargani  ,Atpadi,Anganwadi,Manewadi 48,1kW
Sangli,Kargani,Atpadi,Anganwadi,Karagani No. 122,1kW
Sangli,Bhikwdi Bk,Khanapur,Anganwadi,Anganwadi No. 169(27531130505),1kW
Sangli,Kurlap,Walwa,Anganwadi,Kurlap No. 366-27531140407,1kW
Sangli,Yedenipani,Walwa,Anganwadi,Z.P. Near School Yedenipani,2kW
Sangli,Bilashi,Shirala,Anganwadi,Bilashi 49(27531100413),1kW
Sangli,Kargani,Atpadi,Anganwadi,Karagani No. 123,1kW
